O.Corte;Fecha;Articulo;Programado;Cortado;Entrega;Saldo;Corte;;;;Taller;;;;Taller Ext;;;;Limpiado;;  ;;Lavander;;;;Terminacion;;;;Muestras
00011519;27/11/2025;01417600  ;00419;000419; 000419; 000000;28/11/2025;02/12/2025;0;5;16/12/2025;18/12/2025;0;3;02/12/2025;16/12/2025;0;15;18/12/2025;22/12/2025;0;5;22/12/2025;23/12/2025;0;2;23/12/2025;12/01/2026;0;21;  /  /    ;  /  /    ;0;0;51;
00011520;27/11/2025;01410600  ;00220;000203; 000203; 000000;10/12/2025;11/12/2025;0;2;11/12/2025;18/12/2025;0;8;  /  /    ;  /  /    ;0;0;18/12/2025;22/12/2025;0;5;  /  /    ;  /  /    ;0;0;22/12/2025;29/12/2025;0;8;  /  /    ;  /  /    ;0;0;23;
00011521;27/11/2025;01412800  ;00428;000428; 000423; 000005;28/11/2025;01/12/2025;0;4;01/12/2025;10/12/2025;0;10;  /  /    ;  /  /    ;0;0;10/12/2025;16/12/2025;0;7;16/12/2025;16/01/2026;0;32;16/12/2025;10/02/2026;5;32;  /  /    ;  /  /    ;0;0;85;
00011522;27/11/2025;01415800  ;00466;000460; 000460; 000000;28/11/2025;01/12/2025;0;4;01/12/2025;15/12/2025;0;15;  /  /    ;  /  /    ;0;0;15/12/2025;17/12/2025;0;3;17/12/2025;22/12/2025;0;6;20/12/2025;24/12/2025;0;5;  /  /    ;  /  /    ;0;0;33;
00011523;28/11/2025;11410500  ;00148;000152; 000152; 000000;12/12/2025;16/12/2025;0;5;16/12/2025;30/12/2025;0;15;  /  /    ;  /  /    ;0;0;30/12/2025;02/01/2026;0;4;02/01/2026;09/01/2026;0;8;09/01/2026;12/01/2026;0;4;  /  /    ;  /  /    ;0;0;36;
00011524;28/11/2025;05417900  ;00050;000050; 000050; 000000;02/12/2025;03/12/2025;0;2;03/12/2025;19/12/2025;0;17;  /  /    ;  /  /    ;0;0;19/12/2025;23/12/2025;0;5;23/12/2025;27/12/2025;0;5;27/12/2025;30/12/2025;0;4;  /  /    ;  /  /    ;0;0;33;
00011525;28/11/2025;11418000  ;00240;000246; 000246; 000000;05/12/2025;09/12/2025;0;5;29/12/2025;31/12/2025;0;3;09/12/2025;29/12/2025;0;21;31/12/2025;07/01/2026;0;8;07/01/2026;14/01/2026;0;8;14/01/2026;16/01/2026;0;3;  /  /    ;  /  /    ;0;0;48;
00961177;01/12/2025;01410800  ;00001;000001; 000000; 000001;02/12/2025;02/12/2025;0;1;02/12/2025;03/12/2025;0;2;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;03/12/2025;  /  /    ;1;2;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;5;
00961178;01/12/2025;01410800  ;00001;000001; 000000; 000001;02/12/2025;02/12/2025;0;1;02/12/2025;03/12/2025;0;2;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;03/12/2025;  /  /    ;1;2;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;5;
00011526;03/12/2025;01414800  ;00435;000456; 000450; 000006;04/12/2025;05/12/2025;0;2;05/12/2025;17/12/2025;0;13;  /  /    ;  /  /    ;0;0;17/12/2025;19/12/2025;0;3;08/12/2025;22/12/2025;0;15;11/12/2025;07/01/2026;120;28;  /  /    ;  /  /    ;0;0;61;
00011527;03/12/2025;01417700  ;00272;000208; 000176; 000032;04/12/2025;06/12/2025;-64;3;29/12/2025;08/01/2026;0;11;06/12/2025;29/12/2025;0;24;  /  /    ;  /  /    ;0;0;08/01/2026;16/01/2026;0;9;14/01/2026;24/02/2026;96;42;  /  /    ;  /  /    ;0;0;89;
00961179;03/12/2025;01421000  ;00004;000004; 000000; 000004;03/12/2025;  /  /    ;4;42;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;42;
00961180;03/12/2025;01421100  ;00004;000004; 000000; 000004;03/12/2025;03/12/2025;0;1;03/12/2025;09/12/2025;0;7;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;09/12/2025;  /  /    ;4;7;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;15;
00961181;03/12/2025;01421600  ;00004;000004; 000000; 000004;03/12/2025;03/12/2025;0;1;03/12/2025;05/12/2025;0;3;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;05/12/2025;  /  /    ;4;3;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;7;
00961182;03/12/2025;01420500  ;00004;000004; 000000; 000004;03/12/2025;03/12/2025;0;1;03/12/2025;05/12/2025;0;3;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;05/12/2025;  /  /    ;4;3;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;7;
00961183;03/12/2025;01422300  ;00004;000004; 000000; 000004;03/12/2025;03/12/2025;0;1;03/12/2025;05/12/2025;0;3;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;05/12/2025;  /  /    ;4;3;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;7;
00961184;03/12/2025;01420700  ;00004;000004; 000000; 000004;03/12/2025;04/12/2025;0;2;04/12/2025;05/12/2025;0;2;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;05/12/2025;  /  /    ;4;2;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;6;
00011528;04/12/2025;00400100  ;00102;000000; 000000; 000000;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;0;
