ARTICULO;CORTE;FECHA;T.PRODUC;M1;PROGRAMA;PROCESO;BODEGA;SALDO;CORTE;TALLER;T.EXTERNO;LIMPIADO;LAVANDERIA;TERMINACION;MUESTRA;SEGUNDA;TALLER
01411600  ;00961085;16/09/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000000; 000000; 000000; 000001; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01411600  ;00961109;03/10/2025;SET;;0000000;000004;000004; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01411600  ;00011484;03/10/2025;PRODUCC;;0000000;000602;000602; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01411600  ;00961129;10/10/2025;MUESTRAS;;0000000;000002;000002; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01411800  ;00961051;25/08/2025;MUESTRAS;;0000000;000001;000000; 00001; 000001; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01411800  ;00961124;09/10/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000000; 000000; 000000; 000001; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01412100  ;00961029;13/08/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000000; 000000; 000000; 000000; 000001; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01412100  ;00011472;22/09/2025;PRODUCC;;0000000;000600;000597; 00003; 000000; 000000; 000000; 000000; 000000; 000003; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01412200  ;00961030;13/08/2025;PRODUCC;;0000000;000001;000001; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01412200  ;00961060;02/09/2025;SET;;0000000;000005;000005; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01412200  ;00011473;22/09/2025;PRODUCC;;0000000;000600;000600; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01412200  ;00011488;10/10/2025;PRODUCC;;0000000;000500;000500; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01412400  ;00961035;14/08/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000000; 000000; 000000; 000000; 000001; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01412400  ;00961061;02/09/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000000; 000000; 000000; 000001; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01412400  ;00961079;15/09/2025;MUESTRAS;;0000000;000005;000000; 00005; 000000; 000000; 000000; 000000; 000000; 000005; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01412400  ;00011489;13/10/2025;PRODUCC;;0000000;000500;000500; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01412400  ;00011510;19/11/2025;PRODUCC;;0000000;000470;000465; 00005; 000000; 000000; 000000; 000000; 000000; 000005; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01412500  ;00961036;19/08/2025;PRODUCC;;0000000;000001;000000; 00001; 000000; 000000; 000000; 000000; 000000; 000001; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01412500  ;00961058;02/09/2025;PRODUCC;;0000000;000001;000000; 00001; 000000; 000000; 000000; 000000; 000000; 000001; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01412500  ;00011474;22/09/2025;PRODUCC;;0000000;000202;000202; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01412500  ;00961080;15/09/2025;SET;;0000000;000005;000000; 00005; 000000; 000000; 000000; 000000; 000000; 000005; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01412800  ;00961125;09/10/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000000; 000000; 000000; 000001; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01412800  ;00011521;27/11/2025;PRODUCC;;0000000;000428;000423; 00005; 000000; 000000; 000000; 000000; 000000; 000005; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01412900  ;00961139;15/10/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000001; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01413000  ;00011477;29/09/2025;PRODUCC;;0000000;000597;000597; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000004;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01413000  ;00961074;11/09/2025;MUESTRAS;;0000000;000001;000001; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01413000  ;00961100;26/09/2025;SET;;0000000;000004;000000; 00004; 000000; 000000; 000000; 000000; 000000; 000004; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01413500  ;00961091;23/09/2025;MUESTRAS;;0000001;000000;000000; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01413500  ;09611133;13/10/2025;MUESTRAS;;0000001;000000;000000; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01413500  ;00961133;13/10/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000001; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01413500  ;00961165;11/11/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000000; 000000; 000000; 000001; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01413500  ;00011508;19/11/2025;PRODUCC;;0000000;000589;000589; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01413600  ;00961075;11/09/2025;MUESTRAS;;0000000;000001;000001; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01413600  ;00961103;29/09/2025;MUESTRAS;;0000000;000001;000001; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01413600  ;00961147;21/10/2025;SET;;0000000;000004;000004; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01413600  ;00011506;11/11/2025;PRODUCC;;0000000;000522;000519; 00003; 000000; 000000; 000000; 000000; 000000; 000003; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01413700  ;00961082;15/09/2025;PRODUCC;;0000000;000001;000001; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01413700  ;00011492;23/10/2025;PRODUCC;;0000000;000452;000452; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01413700  ;00961151;23/10/2025;SET;;0000000;000004;000001; 00003; 000000; 000000; 000000; 000000; 000000; 000003; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01413700  ;00961369;26/05/2026;MUESTRAS;M1;0000000;000001;000000; 00001; 000001; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01414100  ;00961126;09/10/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000000; 000000; 000000; 000001; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01414200  ;00961172;11/11/2025;MUESTRAS;;0000000;000001;000001; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01414200  ;00961175;14/11/2025;MUESTRAS;;0000000;000001;000001; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01414200  ;00011518;26/11/2025;PRODUCC;;0000000;000603;000603; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01414300  ;00961140;15/10/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000001; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01414400  ;00961141;15/10/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000001; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01414700  ;00961071;10/09/2025;SET;;0000000;000010;000003; 00007; 000000; 000000; 000000; 000000; 000007; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01414700  ;00961114;06/10/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000001; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01414700  ;00961128;10/10/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000001; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01414700  ;00011532;09/12/2025;PRODUCC;;0000000;000130;000129; 00001; 000000; 000000; 000000; 000000; 000000; 000001; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01414800  ;00961072;10/09/2025;SET;;0000000;000010;000003; 00007; 000000; 000000; 000000; 000000; 000007; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01414800  ;00961115;06/10/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000001; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01414800  ;00011526;03/12/2025;PRODUCC;;0000000;000456;000450; 00006; 000000; 000000; 000000; 000000; 000000; 000120; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01414900  ;00961092;23/09/2025;MUESTRAS;;0000001;000000;000000; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01414900  ;00961134;13/10/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000001; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01414900  ;00001537;12/12/2025;PRODUCC;;0000214;000000;000000; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01414900  ;00011537;12/12/2025;PRODUCC;;0000000;000215;000217;-00002; 000000; 000000; 000000; 000000; 000000;-000002; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01415000  ;00961073;11/09/2025;MUESTRAS;;0000000;000001;000001; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01415000  ;00961104;29/09/2025;SET;;0000000;000004;000000; 00004; 000000; 000000; 000000; 000000; 000000; 000004; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01415100  ;00961066;09/09/2025;MUESTRAS;;0000000;000001;000001; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01415100  ;00961106;30/09/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000000; 000000; 000000; 000001; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01415100  ;00961162;05/11/2025;SET;;0000000;000004;000004; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01415400  ;00961136;15/10/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000000; 000000; 000000; 000001; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01415500  ;00961107;30/09/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000000; 000000; 000000; 000001; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01415500  ;00011493;23/10/2025;PRODUCC;;0000000;000604;000602; 00002; 000000; 000000; 000000; 000000; 000002; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01415500  ;00961149;23/10/2025;SET;;0000000;000004;000004; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01415500  ;00011531;09/12/2025;PRODUCC;;0000000;000128;000128; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01415600  ;00961102;26/09/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000000; 000000; 000000; 000001; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01415700  ;00961083;16/09/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000000; 000000; 000000; 000001; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01415700  ;00011481;03/10/2025;PRODUCC;;0000000;000402;000394; 00008; 000000; 000000; 000000; 000000; 000000; 000008; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01415700  ;00961113;06/10/2025;SET;;0000000;000004;000000; 00004; 000000; 000004; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01415700  ;00961154;28/10/2025;SET;;0000000;000003;000000; 00003; 000000; 000000; 000000; 000000; 000003; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01415800  ;00961176;20/11/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000001; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01415800  ;00011522;27/11/2025;PRODUCC;;0000000;000460;000460; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01415900  ;00961094;25/09/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000001; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01416000  ;00961142;15/10/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000001; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01416300  ;00961116;06/10/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000001; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01416500  ;00961110;03/10/2025;MUESTRAS;;0000000;000001;000001; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01416500  ;00011483;03/10/2025;PRODUCC;;0000000;000602;000597; 00005; 000000; 000000; 000000; 000000; 000000; 000005; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01416600  ;00961132;13/10/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000000; 000000; 000000; 000000; 000001; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01416600  ;00011498;28/10/2025;PRODUCC;;0000000;000529;000468; 00061; 000000; 000000; 000000; 000000; 000061; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01416600  ;00961155;28/10/2025;SET;;0000000;000004;000004; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01416600  ;00011501;30/10/2025;PRODUCC;;0000000;000502;000219; 00283; 000000; 000000; 000000; 000219; 000064; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01416800  ;00961135;13/10/2025;MUESTRAS;;0000000;000001;000001; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01416800  ;00961161;05/11/2025;SET;;0000000;000004;000004; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01416800  ;00011505;11/11/2025;PRODUCC;;0000000;000540;000536; 00004; 000000; 000000; 000000; 000000; 000000; 000004; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01416800  ;00961371;26/05/2026;MUESTRAS;M1;0000000;000001;000000; 00001; 000001; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01416900  ;00961130;10/10/2025;MUESTRAS;;0000000;000002;000000; 00002; 000000; 000000; 000000; 000000; 000000; 000002; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01416900  ;00011494;23/10/2025;PRODUCC;;0000000;000608;000598; 00010; 000000; 000000; 000000; 000000; 000000; 000010; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01416900  ;00961152;23/10/2025;SET;;0000000;000004;000000; 00004; 000000; 000004; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01416901  ;00961153;23/10/2025;SET;;0000000;000004;000000; 00004; 000000; 000000; 000000; 000000; 000000; 000004; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01416901  ;00011495;23/10/2025;PRODUCC;;0000000;000508;000504; 00004; 000000; 000000; 000003; 000000; 000000; 000001; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01417000  ;00961131;10/10/2025;MUESTRAS;;0000000;000002;000000; 00002; 000000; 000002; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01417000  ;00961158;05/11/2025;SET;;0000000;000008;000006; 00002; 000000; 000000; 000000; 000000; 000002; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01417000  ;00011504;10/11/2025;PRODUCC;;0000000;000608;000546; 00062; 000000; 000000; 000000; 000000; 000061; 000001; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01417001  ;00961171;11/11/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000000; 000000; 000000; 000001; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01417600  ;00961156;30/10/2025;MUESTRAS;;0000000;000001;000001; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01417600  ;00961169;11/11/2025;SET;;0000000;000008;000000; 00008; 000000; 000000; 000000; 000000; 000008; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01417600  ;00011519;27/11/2025;PRODUCC;;0000000;000419;000419; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
